source,target,connection_type,justification,weight
715tkqOhDEkRyQ4RgVRz6m,3uFvywKU5OfmVJTY5rfoa8,similar_audio,Áudio similar entre gêneros (dist=0.214),0.213865
715tkqOhDEkRyQ4RgVRz6m,1r5O1Q66t0THBMKChJLyOS,similar_audio,Áudio similar entre gêneros (dist=0.225),0.22525
715tkqOhDEkRyQ4RgVRz6m,5s9JG7OfeYy2HkuEkX3xgd,similar_audio,Áudio similar entre gêneros (dist=0.226),0.226218
715tkqOhDEkRyQ4RgVRz6m,2BK6ZWj4NqTK8rDPPUorEA,similar_audio,Áudio similar entre gêneros (dist=0.229),0.229021
715tkqOhDEkRyQ4RgVRz6m,2J3g4zwpM6wL9JWzcIDuDD,similar_audio,Áudio similar entre gêneros (dist=0.241),0.241189
715tkqOhDEkRyQ4RgVRz6m,6vllqtNt1bbEZzeabGwvGT,similar_audio,Áudio similar entre gêneros (dist=0.248),0.248098
715tkqOhDEkRyQ4RgVRz6m,4siMTRzFfe2zuZDjRU3OFm,similar_audio,Áudio similar entre gêneros (dist=0.253),0.253322
715tkqOhDEkRyQ4RgVRz6m,5uRG10f2RQ4SHHg9YWHjYG,similar_audio,Áudio similar entre gêneros (dist=0.256),0.255943
715tkqOhDEkRyQ4RgVRz6m,1dCr21NK23sbqsPl16GiZ6,similar_audio,Áudio similar entre gêneros (dist=0.256),0.256184
715tkqOhDEkRyQ4RgVRz6m,0dBXAJULYoRKbeSNEMhAD3,similar_audio,Áudio similar entre gêneros (dist=0.257),0.256912
715tkqOhDEkRyQ4RgVRz6m,5HxcrQ3sjkYZM8YDBUjQc6,similar_audio,Áudio similar entre gêneros (dist=0.265),0.264711
715tkqOhDEkRyQ4RgVRz6m,2x1GoZKREbFkQJ8FUaz3Lc,similar_audio,Áudio similar entre gêneros (dist=0.266),0.26609
715tkqOhDEkRyQ4RgVRz6m,1sRL7HMCdXRuaAuoHjAWtX,similar_audio,Áudio similar entre gêneros (dist=0.270),0.270446
715tkqOhDEkRyQ4RgVRz6m,2ivnsOi3RcEbskFvTS9zt3,similar_audio,Áudio similar entre gêneros (dist=0.271),0.271374
715tkqOhDEkRyQ4RgVRz6m,5p9mENkA1huAnZrtmN7OjX,similar_audio,Áudio similar entre gêneros (dist=0.272),0.272026
715tkqOhDEkRyQ4RgVRz6m,2p5Hto8KF3EBez3XtO3NFM,similar_audio,Áudio similar entre gêneros (dist=0.275),0.275262
715tkqOhDEkRyQ4RgVRz6m,2RgiecQXtYUwE4tF3Q1BPo,similar_audio,Áudio similar entre gêneros (dist=0.276),0.275654
715tkqOhDEkRyQ4RgVRz6m,3znQDoykfwsv9mWo3he849,similar_audio,Áudio similar entre gêneros (dist=0.276),0.276389
715tkqOhDEkRyQ4RgVRz6m,5K09dIo3e7CUFsiHTM4tUp,similar_audio,Áudio similar entre gêneros (dist=0.277),0.276904
715tkqOhDEkRyQ4RgVRz6m,0nfqrZDDv09LW2U6KexnAg,similar_audio,Áudio similar entre gêneros (dist=0.279),0.278764
715tkqOhDEkRyQ4RgVRz6m,4QkVnNUgHNh4rUEQp5kmop,similar_audio,Áudio similar entre gêneros (dist=0.283),0.282569
715tkqOhDEkRyQ4RgVRz6m,4J7cSix3jYkSc6n76TgxEJ,similar_audio,Áudio similar entre gêneros (dist=0.291),0.290972
715tkqOhDEkRyQ4RgVRz6m,3g83boWaVYaeEm5fORdbj4,similar_audio,Áudio similar entre gêneros (dist=0.292),0.29189
715tkqOhDEkRyQ4RgVRz6m,1WhGXbgwPOTDPB4ZsJBIDG,similar_audio,Áudio similar entre gêneros (dist=0.293),0.292815
715tkqOhDEkRyQ4RgVRz6m,43djyGEvUsYRphVLkWk6kL,similar_audio,Áudio similar entre gêneros (dist=0.299),0.299441
715tkqOhDEkRyQ4RgVRz6m,6VGNzYErt08Rai78mLkIzI,similar_audio,Áudio similar entre gêneros (dist=0.301),0.300986
715tkqOhDEkRyQ4RgVRz6m,3t0xzfmXzIMbG3BFYeJEmr,similar_audio,Áudio similar entre gêneros (dist=0.302),0.302246
715tkqOhDEkRyQ4RgVRz6m,7g8cjrj0sXScNE727685JE,similar_audio,Áudio similar entre gêneros (dist=0.302),0.302393
715tkqOhDEkRyQ4RgVRz6m,6C6ImAnEqg4XQL4Msgo5w0,similar_audio,Áudio similar entre gêneros (dist=0.306),0.305773
715tkqOhDEkRyQ4RgVRz6m,5WXnQn7u43LLa2pFhJoHlR,similar_audio,Áudio similar entre gêneros (dist=0.306),0.306231
715tkqOhDEkRyQ4RgVRz6m,47faBK5vAgnCJC6ZAYJ5pJ,similar_audio,Áudio similar entre gêneros (dist=0.308),0.308179
6RXJKdpBp6AVL6H6sHyNp0,2vzMWO0T008m86yDnXwkII,very_similar,Áudio muito similar (dist=0.091),0.091049
6RXJKdpBp6AVL6H6sHyNp0,5wqbrRK8dhrW1rByRnQ1V2,similar_audio,Áudio similar entre gêneros (dist=0.152),0.151666
6RXJKdpBp6AVL6H6sHyNp0,5QtQFSdyZEl0w4iDxAyv76,similar_audio,Áudio similar entre gêneros (dist=0.154),0.1542
6RXJKdpBp6AVL6H6sHyNp0,1RHiqaz9MG1tKqJ9ny5Alf,similar_audio,Áudio similar entre gêneros (dist=0.171),0.170854
6RXJKdpBp6AVL6H6sHyNp0,5D2xX7ZQEPcd5sUK6Kd91I,similar_audio,Áudio similar entre gêneros (dist=0.187),0.187382
6RXJKdpBp6AVL6H6sHyNp0,3xF6OYQ4Da4JhPGsmubG9M,similar_audio,Áudio similar entre gêneros (dist=0.191),0.191077
6RXJKdpBp6AVL6H6sHyNp0,0AYctXMTV1O8aYjSEOBSWi,similar_audio,Áudio similar entre gêneros (dist=0.193),0.192825
6RXJKdpBp6AVL6H6sHyNp0,6eFRpYWcXXABBMAfrFT0s5,similar_audio,Áudio similar entre gêneros (dist=0.193),0.192949
6RXJKdpBp6AVL6H6sHyNp0,7egj375ez0KtF3bYCfAHdZ,similar_audio,Áudio similar entre gêneros (dist=0.194),0.194406
6RXJKdpBp6AVL6H6sHyNp0,6NHmhxG9u2IqlTbtFWZniU,similar_audio,Áudio similar entre gêneros (dist=0.195),0.194657
6RXJKdpBp6AVL6H6sHyNp0,6Dt4xgUvH2sLJcgiOR8nd8,similar_audio,Áudio similar entre gêneros (dist=0.204),0.204474
6RXJKdpBp6AVL6H6sHyNp0,6mB30by6NLprtBHdZAKStz,similar_audio,Áudio similar entre gêneros (dist=0.209),0.208833
6RXJKdpBp6AVL6H6sHyNp0,2Q3l3bQGRvx7seyvtOwYEM,similar_audio,Áudio similar entre gêneros (dist=0.214),0.214357
6RXJKdpBp6AVL6H6sHyNp0,1WhTTo75YqLegIOyndRQex,similar_audio,Áudio similar entre gêneros (dist=0.217),0.217176
6RXJKdpBp6AVL6H6sHyNp0,4x723mcckl6ToQHuXPhrIX,similar_audio,Áudio similar entre gêneros (dist=0.222),0.222303
6RXJKdpBp6AVL6H6sHyNp0,5DPi7EE9aLbA39b3uWlv6z,similar_audio,Áudio similar entre gêneros (dist=0.230),0.230473
6RXJKdpBp6AVL6H6sHyNp0,3AZ0PJa2Ixf8J8LIxoYeUe,similar_audio,Áudio similar entre gêneros (dist=0.232),0.232093
6RXJKdpBp6AVL6H6sHyNp0,4nUFNVyHzlpPGxNATSVa36,similar_audio,Áudio similar entre gêneros (dist=0.237),0.236527
6RXJKdpBp6AVL6H6sHyNp0,109AZuGAl3xtTgxwbonnEb,similar_audio,Áudio similar entre gêneros (dist=0.239),0.238761
6RXJKdpBp6AVL6H6sHyNp0,4CgJCGujC2fsKwuUyBNlc5,similar_audio,Áudio similar entre gêneros (dist=0.239),0.238804
6RXJKdpBp6AVL6H6sHyNp0,3X5Jbz7VhZfbPqIRmYIj8c,similar_audio,Áudio similar entre gêneros (dist=0.240),0.240072
6RXJKdpBp6AVL6H6sHyNp0,2b75Q3C7hQcJ4XOA6Sb81N,similar_audio,Áudio similar entre gêneros (dist=0.245),0.2449
6RXJKdpBp6AVL6H6sHyNp0,5Dje6vp12fGgkoXQpKZfq8,similar_audio,Áudio similar entre gêneros (dist=0.246),0.245515
6RXJKdpBp6AVL6H6sHyNp0,3lj59hy6FrRDyYNo8Onuud,similar_audio,Áudio similar entre gêneros (dist=0.246),0.246137
6RXJKdpBp6AVL6H6sHyNp0,0prYG9Dw1ZLBKntmVzy36w,similar_audio,Áudio similar entre gêneros (dist=0.247),0.246834
6RXJKdpBp6AVL6H6sHyNp0,2dPUug9YiNL4ypu8UF8SnD,similar_audio,Áudio similar entre gêneros (dist=0.249),0.249152
6RXJKdpBp6AVL6H6sHyNp0,2OGMCY04v5CvjyhHun4ADm,similar_audio,Áudio similar entre gêneros (dist=0.251),0.250747
6RXJKdpBp6AVL6H6sHyNp0,6HUOCgFiY7Zl58vyDQODa0,similar_audio,Áudio similar entre gêneros (dist=0.251),0.251489
6RXJKdpBp6AVL6H6sHyNp0,5VWz3CYPwY7BWvtTIEyNXG,similar_audio,Áudio similar entre gêneros (dist=0.253),0.253006
6RXJKdpBp6AVL6H6sHyNp0,58HbUazPyqUNcXenlaSWaA,similar_audio,Áudio similar entre gêneros (dist=0.256),0.255542
6RXJKdpBp6AVL6H6sHyNp0,6jreFSOTUAViWjKyzOC4Kg,similar_audio,Áudio similar entre gêneros (dist=0.256),0.255673
6RXJKdpBp6AVL6H6sHyNp0,3L4SkcXhs1r1zeTi3gskdp,similar_audio,Áudio similar entre gêneros (dist=0.256),0.256405
6RXJKdpBp6AVL6H6sHyNp0,6m6kcrobidpOuWj2AazFKr,similar_audio,Áudio similar entre gêneros (dist=0.257),0.256988
6RXJKdpBp6AVL6H6sHyNp0,18a9QFyrmJwILt7F9EfwaX,similar_audio,Áudio similar entre gêneros (dist=0.258),0.258062
6RXJKdpBp6AVL6H6sHyNp0,5DgwplsDLjLqLyQ6aarz1Q,similar_audio,Áudio similar entre gêneros (dist=0.259),0.259116
6RXJKdpBp6AVL6H6sHyNp0,190kU2WKyIzx9XaBjfWRPk,similar_audio,Áudio similar entre gêneros (dist=0.262),0.262303
6RXJKdpBp6AVL6H6sHyNp0,2WVZwImXEOdSSvPZg0TQyx,similar_audio,Áudio similar entre gêneros (dist=0.263),0.262639
6RXJKdpBp6AVL6H6sHyNp0,3A0ITFj6kbb9CggwtPe55f,similar_audio,Áudio similar entre gêneros (dist=0.264),0.264197
6RXJKdpBp6AVL6H6sHyNp0,0sXsq8sJa2yOdyRiLb5lgR,similar_audio,Áudio similar entre gêneros (dist=0.265),0.264629
6RXJKdpBp6AVL6H6sHyNp0,6xU6i9ja5W68xPFDgh6tsa,similar_audio,Áudio similar entre gêneros (dist=0.265),0.265197
6RXJKdpBp6AVL6H6sHyNp0,5eSVftEHhe9oWK3POAsoeu,similar_audio,Áudio similar entre gêneros (dist=0.265),0.265363
6RXJKdpBp6AVL6H6sHyNp0,6x3OZsw5KqSL0nBsG5P5ch,similar_audio,Áudio similar entre gêneros (dist=0.266),0.265598
6RXJKdpBp6AVL6H6sHyNp0,6QJX23Apmbi0XMzYX68zuD,similar_audio,Áudio similar entre gêneros (dist=0.266),0.265655
6RXJKdpBp6AVL6H6sHyNp0,4YLv4bDhfubAu142fY8QN1,similar_audio,Áudio similar entre gêneros (dist=0.268),0.267615
6RXJKdpBp6AVL6H6sHyNp0,0v9mFL6DK8xiyJWNPYjXca,similar_audio,Áudio similar entre gêneros (dist=0.269),0.268644
6RXJKdpBp6AVL6H6sHyNp0,1GM1o7Wgh3UhqgMf5Yqou6,similar_audio,Áudio similar entre gêneros (dist=0.272),0.272154
6RXJKdpBp6AVL6H6sHyNp0,3VyXwM2xemrXttbWUb004d,similar_audio,Áudio similar entre gêneros (dist=0.273),0.272557
6RXJKdpBp6AVL6H6sHyNp0,41sFEVzcBymxGTnnZCUkzG,similar_audio,Áudio similar entre gêneros (dist=0.273),0.272925
6RXJKdpBp6AVL6H6sHyNp0,2cTDeeS5opwE4H98jc6fTn,similar_audio,Áudio similar entre gêneros (dist=0.273),0.272953
6RXJKdpBp6AVL6H6sHyNp0,3DQisSEr1TLp9H0BEeKiQS,similar_audio,Áudio similar entre gêneros (dist=0.274),0.273672
73ptBTOgUcD3Wyrq0B9eAW,577MNC3o3L0lNIzx9abqOk,similar_audio,Áudio similar entre gêneros (dist=0.124),0.123782
73ptBTOgUcD3Wyrq0B9eAW,1bkdJsC4ZWDo8j8ekJWMeD,similar_audio,Áudio similar entre gêneros (dist=0.156),0.155669
73ptBTOgUcD3Wyrq0B9eAW,1c7h130PVLDvjuztyMlfSG,similar_audio,Áudio similar entre gêneros (dist=0.169),0.169362
73ptBTOgUcD3Wyrq0B9eAW,1haZCYSR61JHOAivPNOuQH,similar_audio,Áudio similar entre gêneros (dist=0.198),0.197505
73ptBTOgUcD3Wyrq0B9eAW,5l3azn9twG7ayHoH0qAFGF,similar_audio,Áudio similar entre gêneros (dist=0.198),0.197769
73ptBTOgUcD3Wyrq0B9eAW,5uq3x8Pg8HAj8qNwPFOzfl,same_genre,Mesmo gênero: ambient,0.201051
73ptBTOgUcD3Wyrq0B9eAW,7hn8Q8WAxFdL4aZ159GI7C,similar_audio,Áudio similar entre gêneros (dist=0.205),0.205019
73ptBTOgUcD3Wyrq0B9eAW,7buYPUijQW1xk8JsB6BoVk,similar_audio,Áudio similar entre gêneros (dist=0.205),0.205159
73ptBTOgUcD3Wyrq0B9eAW,46um7Q8vUyuEjeUqzxZ18l,similar_audio,Áudio similar entre gêneros (dist=0.212),0.212356
73ptBTOgUcD3Wyrq0B9eAW,6SpALKoUWOZfbhEbKI1Biq,similar_audio,Áudio similar entre gêneros (dist=0.213),0.213127
73ptBTOgUcD3Wyrq0B9eAW,0zGnDcTwcR85dMKmhftA0C,similar_audio,Áudio similar entre gêneros (dist=0.219),0.21931
73ptBTOgUcD3Wyrq0B9eAW,2amVta9Moyfrq77T6Z1PuS,similar_audio,Áudio similar entre gêneros (dist=0.226),0.225886
73ptBTOgUcD3Wyrq0B9eAW,51E5LzhlwzrPSyE07df48k,similar_audio,Áudio similar entre gêneros (dist=0.229),0.228863
73ptBTOgUcD3Wyrq0B9eAW,1u73lqyN5sXys0H6aQVRht,similar_audio,Áudio similar entre gêneros (dist=0.233),0.233278
73ptBTOgUcD3Wyrq0B9eAW,2pvGHaskdT2ZrKlXCVr03g,similar_audio,Áudio similar entre gêneros (dist=0.235),0.234671
73ptBTOgUcD3Wyrq0B9eAW,7Cdo20MPK9QSQabUVEXfwS,similar_audio,Áudio similar entre gêneros (dist=0.239),0.239204
73ptBTOgUcD3Wyrq0B9eAW,4SM1z0Y8dq0qQcM7MPrUP2,similar_audio,Áudio similar entre gêneros (dist=0.241),0.240783
73ptBTOgUcD3Wyrq0B9eAW,4VY1gqGrmHm1slHOHKOdU5,similar_audio,Áudio similar entre gêneros (dist=0.242),0.242122
73ptBTOgUcD3Wyrq0B9eAW,6EIVLz5xM1xE29r0OmIkWt,similar_audio,Áudio similar entre gêneros (dist=0.246),0.245799
73ptBTOgUcD3Wyrq0B9eAW,0vn4H0Kl3KRYHZG4Z6vUYY,similar_audio,Áudio similar entre gêneros (dist=0.247),0.247321
73ptBTOgUcD3Wyrq0B9eAW,164OriBVFeVRcwOKdglRRb,similar_audio,Áudio similar entre gêneros (dist=0.257),0.257449
73ptBTOgUcD3Wyrq0B9eAW,3yQeMeo2fQp6zI5pWi3kY7,similar_audio,Áudio similar entre gêneros (dist=0.269),0.269282
73ptBTOgUcD3Wyrq0B9eAW,3YPoNuJVTCBlIBvIHZzp5N,similar_audio,Áudio similar entre gêneros (dist=0.273),0.272834
73ptBTOgUcD3Wyrq0B9eAW,2DxXhm3DKm916MDMI30asy,similar_audio,Áudio similar entre gêneros (dist=0.275),0.2748
73ptBTOgUcD3Wyrq0B9eAW,7DEKa5Z7Cl8s3Y7imb88OM,similar_audio,Áudio similar entre gêneros (dist=0.276),0.276168
73ptBTOgUcD3Wyrq0B9eAW,6BEDKZYvBmsOPa1UgfmGZN,similar_audio,Áudio similar entre gêneros (dist=0.276),0.276417
73ptBTOgUcD3Wyrq0B9eAW,1QJPE61wARrvuVKot1HH3T,similar_audio,Áudio similar entre gêneros (dist=0.277),0.276655
73ptBTOgUcD3Wyrq0B9eAW,5qIhT5fMlHMGjzOGWl9OAZ,similar_audio,Áudio similar entre gêneros (dist=0.279),0.27907
73ptBTOgUcD3Wyrq0B9eAW,13bxvI8AveCg4FOJTCULnb,similar_audio,Áudio similar entre gêneros (dist=0.279),0.279112
73ptBTOgUcD3Wyrq0B9eAW,4b9Wb0qiHD5wHuwACSSEcp,similar_audio,Áudio similar entre gêneros (dist=0.287),0.286556
73ptBTOgUcD3Wyrq0B9eAW,0Uy1VmHJOqQlEkSyYfs5mO,similar_audio,Áudio similar entre gêneros (dist=0.288),0.287794
73ptBTOgUcD3Wyrq0B9eAW,6d0be2w7lvkrCPMmIlDD2R,similar_audio,Áudio similar entre gêneros (dist=0.289),0.288798
73ptBTOgUcD3Wyrq0B9eAW,1o4Pf2GIMDCD7ifIM2yI77,similar_audio,Áudio similar entre gêneros (dist=0.290),0.290059
73ptBTOgUcD3Wyrq0B9eAW,28cnXtME493VX9NOw9cIUh,similar_audio,Áudio similar entre gêneros (dist=0.290),0.290083
73ptBTOgUcD3Wyrq0B9eAW,4TUStFzBGQqn0GrkzVWFV4,similar_audio,Áudio similar entre gêneros (dist=0.290),0.290134
73ptBTOgUcD3Wyrq0B9eAW,1LvhjfMeV6j8w2cHH9MRHp,similar_audio,Áudio similar entre gêneros (dist=0.291),0.291384
73ptBTOgUcD3Wyrq0B9eAW,1BqyMVg4niszLfhYHlmzEm,similar_audio,Áudio similar entre gêneros (dist=0.292),0.292387
73ptBTOgUcD3Wyrq0B9eAW,4UYfhV2tepj0Sl1R7MGh6k,similar_audio,Áudio similar entre gêneros (dist=0.293),0.293199
73ptBTOgUcD3Wyrq0B9eAW,0KAiWkzEGqxjZqXDT0IwIz,similar_audio,Áudio similar entre gêneros (dist=0.295),0.294568
73ptBTOgUcD3Wyrq0B9eAW,53U7rh7p3WN1ZDh79eCiJS,similar_audio,Áudio similar entre gêneros (dist=0.296),0.29585
73ptBTOgUcD3Wyrq0B9eAW,0oykoQRx0Zg25RDRNMyeg2,similar_audio,Áudio similar entre gêneros (dist=0.297),0.296541
73ptBTOgUcD3Wyrq0B9eAW,3Zm6QMBYCwNZFUOmVBoVhA,same_genre,Mesmo gênero: ambient,0.296931
73ptBTOgUcD3Wyrq0B9eAW,6sPGhhIVlRNOErn8AC2663,similar_audio,Áudio similar entre gêneros (dist=0.297),0.297399
73ptBTOgUcD3Wyrq0B9eAW,3ysiBzk8LiZaik65dHuqDh,similar_audio,Áudio similar entre gêneros (dist=0.298),0.297543
73ptBTOgUcD3Wyrq0B9eAW,2lgyZWQSJWmswrLJyM27kB,similar_audio,Áudio similar entre gêneros (dist=0.304),0.304293
73ptBTOgUcD3Wyrq0B9eAW,0HdOiqUyOvIKyMwDRcW4vh,similar_audio,Áudio similar entre gêneros (dist=0.305),0.305244
73ptBTOgUcD3Wyrq0B9eAW,0pWcUM0z72DhTW7j0fa0QM,similar_audio,Áudio similar entre gêneros (dist=0.308),0.308348
73ptBTOgUcD3Wyrq0B9eAW,5Soke8VrytkoSA44NABRHa,similar_audio,Áudio similar entre gêneros (dist=0.308),0.308355
73ptBTOgUcD3Wyrq0B9eAW,4nyF5lmSziBAt7ESAUjpbx,similar_audio,Áudio similar entre gêneros (dist=0.309),0.309303
73ptBTOgUcD3Wyrq0B9eAW,6ci70PFY04KxK9oFOceqMw,similar_audio,Áudio similar entre gêneros (dist=0.310),0.309562
40p8FDrWaszjXUvyM5MYwl,3OAW2oDJwA4MJKwlZ13pWv,similar_audio,Áudio similar entre gêneros (dist=0.111),0.111357
40p8FDrWaszjXUvyM5MYwl,4yTbw18hYN035sCX3WBLg6,similar_audio,Áudio similar entre gêneros (dist=0.134),0.133882
40p8FDrWaszjXUvyM5MYwl,519eqhlMqX9NTiC65A6lwI,similar_audio,Áudio similar entre gêneros (dist=0.185),0.184527
40p8FDrWaszjXUvyM5MYwl,7c0k1qJjbnu3cvGLcxPs52,similar_audio,Áudio similar entre gêneros (dist=0.185),0.184779
40p8FDrWaszjXUvyM5MYwl,2hh0DDX5PQH8xvS02VHSbP,similar_audio,Áudio similar entre gêneros (dist=0.202),0.201801
40p8FDrWaszjXUvyM5MYwl,7uF1nTuJRGUlZzODPcmPva,similar_audio,Áudio similar entre gêneros (dist=0.213),0.213168
40p8FDrWaszjXUvyM5MYwl,4BqJY518k2fWMqm9CI0KUc,similar_audio,Áudio similar entre gêneros (dist=0.215),0.214662
40p8FDrWaszjXUvyM5MYwl,3fnvyhpihMGDGiO7l2EedI,similar_audio,Áudio similar entre gêneros (dist=0.219),0.219343
40p8FDrWaszjXUvyM5MYwl,1BKr79f62jo7IGwIQJchnx,similar_audio,Áudio similar entre gêneros (dist=0.234),0.234295
40p8FDrWaszjXUvyM5MYwl,1qHFwPyMr2ZQwoVQrlucjF,similar_audio,Áudio similar entre gêneros (dist=0.235),0.234657
40p8FDrWaszjXUvyM5MYwl,7Gb7PnUpJPBZQ2JdfdRHNE,same_genre,Mesmo gênero: grindcore,0.237852
40p8FDrWaszjXUvyM5MYwl,2kQBSdOhGV4VEvMRihLrYn,similar_audio,Áudio similar entre gêneros (dist=0.239),0.238629
40p8FDrWaszjXUvyM5MYwl,2gpFhHwBF5IZwP61MaMtPX,similar_audio,Áudio similar entre gêneros (dist=0.250),0.249513
40p8FDrWaszjXUvyM5MYwl,7N31Y7XEzOvDzKuFkCgDon,similar_audio,Áudio similar entre gêneros (dist=0.254),0.253729
40p8FDrWaszjXUvyM5MYwl,0EJKjeFSxi4Rh0qrFtv5Ni,similar_audio,Áudio similar entre gêneros (dist=0.254),0.25427
40p8FDrWaszjXUvyM5MYwl,2AiyLKH0OQ2eh04N6wcFoc,similar_audio,Áudio similar entre gêneros (dist=0.255),0.25493
40p8FDrWaszjXUvyM5MYwl,6vTi0v0Fy9kOWOADQUqpGh,same_genre,Mesmo gênero: grindcore,0.259041
40p8FDrWaszjXUvyM5MYwl,7qeSsa2iFblJGT3uoTLw4K,similar_audio,Áudio similar entre gêneros (dist=0.261),0.261321
40p8FDrWaszjXUvyM5MYwl,63NufhQ4F55bGZhT3l4Q6G,same_genre,Mesmo gênero: grindcore,0.275916
40p8FDrWaszjXUvyM5MYwl,6cKjCsGjoR629sn7paesGM,similar_audio,Áudio similar entre gêneros (dist=0.276),0.275964
40p8FDrWaszjXUvyM5MYwl,49vtjqhxPVKz7BK7IYjBru,similar_audio,Áudio similar entre gêneros (dist=0.278),0.277505
40p8FDrWaszjXUvyM5MYwl,2sZ0uw5ZgibFVCRWmpWBRK,similar_audio,Áudio similar entre gêneros (dist=0.280),0.279951
40p8FDrWaszjXUvyM5MYwl,3ym3NPqfGB0nJFz8iX9cqq,same_genre,Mesmo gênero: grindcore,0.284952
40p8FDrWaszjXUvyM5MYwl,0Esga9nT74zsIrvKQrkgzL,similar_audio,Áudio similar entre gêneros (dist=0.287),0.287273
40p8FDrWaszjXUvyM5MYwl,3PsYKvrsVB5w6YV3jxJuKP,similar_audio,Áudio similar entre gêneros (dist=0.288),0.288406
40p8FDrWaszjXUvyM5MYwl,18HnCeaGjRjCyhqrBG2xmR,similar_audio,Áudio similar entre gêneros (dist=0.289),0.289094
40p8FDrWaszjXUvyM5MYwl,13gzqa9L58ZszOIqON5ZZR,similar_audio,Áudio similar entre gêneros (dist=0.291),0.29141
40p8FDrWaszjXUvyM5MYwl,7IWdKDoQ3QNaF790h3skyc,similar_audio,Áudio similar entre gêneros (dist=0.293),0.293117
40p8FDrWaszjXUvyM5MYwl,0pcFsOq2tH5K0NmbSINzet,similar_audio,Áudio similar entre gêneros (dist=0.297),0.297105
40p8FDrWaszjXUvyM5MYwl,5g5y3bgYrajITEEYsLnkDq,similar_audio,Áudio similar entre gêneros (dist=0.298),0.2978
40p8FDrWaszjXUvyM5MYwl,6IVLrahIqhk1bohyMLAZ6j,similar_audio,Áudio similar entre gêneros (dist=0.300),0.299655
40p8FDrWaszjXUvyM5MYwl,26f5mnEGCvDAAJk05Bhi8K,similar_audio,Áudio similar entre gêneros (dist=0.300),0.300265
40p8FDrWaszjXUvyM5MYwl,2KmnVxhUShzNDPSaRitvFp,similar_audio,Áudio similar entre gêneros (dist=0.303),0.302682
40p8FDrWaszjXUvyM5MYwl,0iOBEYsK8sNboeXr4RvDdu,similar_audio,Áudio similar entre gêneros (dist=0.303),0.303115
40p8FDrWaszjXUvyM5MYwl,6gq5YInoFxEUT13bzu9DyC,similar_audio,Áudio similar entre gêneros (dist=0.304),0.303877
40p8FDrWaszjXUvyM5MYwl,1GQDiMcvhXlnz9G90n9q6h,similar_audio,Áudio similar entre gêneros (dist=0.305),0.30514
